Using ../AIPC.SGM
Part Number	Used With Part Number
NSA5054-4	D9251028200000
NSA8132-04	D9251028200000
NSA8132-04	D9251021200000
NSA934112-01	NSA934121-01
NSA934112-01	NSA934121-01C
MS21061-3	D9251464700000
MS21061L3	D9251088800000
MS21061L3	D9251088900000
MS21075L3	D9251101700000
NSA5067-3-1	D9251101700000
MS21061-3	D9251464600000
MS21061-3	D9251639300000
MS21061-3	D9251464300000
MS21061-3	D9251636900000
ASNA2397-10L	D9251477200000
NAS1096-3-8	D9251477200000
D9251175800000	D9251477200000
NAS1096-3-18	D9251477200000
NSA5527-03-01	D9251477200000
NSA935504-01	D9251477200000
MS21075-3	D9251477200000
MS21071-08	D9251477200000
ASNA2397-10L	D9251477500000
NAS1096-3-8	D9251477500000
D9251175800000	D9251477500000
NAS1096-3-18	D9251477500000
NSA5527-03-01	D9251477500000
NSA935504-01	D9251477500000
MS21075L3	D9251477500000
MS21071L08	D9251477500000
ASNA2397-10L	D9251477200100
NAS1096-3-8	D9251477200100
D9251175800000	D9251477200100
MS21075-3	D9251477200100
MS21071-08	D9251477200100
ASNA2397-10L	D9251477500100
NAS1096-3-8	D9251477500100
D9251175800000	D9251477500100
NSA935504-01	D9251477500100
MS21075-3	D9251477500100
MS21071-08	D9251477500100
NAS1096-3-8	D9251257600062
NSA5067-3-1	D9251257600062
D9251466000000	D9251257600062
NAS1096-3-6	D9251466000000
NAS1096-3-6	D9251466000100
ASNA2397-10L	D9251466000000
ASNA2397-10L	D9251466000100
E0091-10-200	D9251466000000
E0091-10-250	D9251466000100
NAS1096-3-8	D9251466000000
NAS1096-3-8	D9251466000100
D9251175800000	D9251466000000
D9251175800000	D9251466000100
NSA935504-01	D9251466000000
NSA935504-01	D9251466000100
MS21075-3	D9251466000000
MS21075-3	D9251466000100
MS21073-3	D9251466000000
MS21073-3	D9251466000100
MS21071-08	D9251466000000
MS21071-08	D9251466000100
D9251477000000	D9251257600062
NAS1096-3-6	D9251477000000
NAS1096-3-6	D9251477000100
ASNA2397-10L	D9251477000000
ASNA2397-10L	D9251477000100
E0091-10-200	D9251477000000
E0091-10-250	D9251477000100
NAS1096-3-8	D9251477000000
NAS1096-3-8	D9251477000100
D9251175800000	D9251477000000
D9251175800000	D9251477000100
NSA935504-01	D9251477000000
NSA935504-01	D9251477000100
MS21075-3	D9251477000000
MS21075-3	D9251477000100
MS21071-08	D9251477000000
MS21071-08	D9251477000100
MS21075-06N	D9251559400000
MS21075-08N	D9251559400000
MS21075-06N	D9251559400100
MS21075-08N	D9251559400100
MS21061L3	D9251549800000
NSA5067-3-1	D9251549800000
MS21069L3	D9251388900000
MS21075-3	D9251388900000
D9251389620000	D9251388900000
MS21069L3	D9251388900100
MS21075-3	D9251388900100
D9251389620000	D9251388900100
NAS5067-3-1	D9251465800000
F9251111120000	D9251612200000
F9251111120000	D9251612200200
F9251111120000	D9251612200400
NAS6603-4	D9251635800000
NAS1726-3E	D9251635800000
D9251023920000	D9251635800000
MS21075L3	D9251661900000
MS21061L3	D9251661900000
NSA5067-3-1	D9251661900000
NAS1726-3E	D9251721200061
NAS1303-5	D9251721200061
NAS1303-3	D9251721200061
D9251026020000	D9251721200061
D9251026020000	D9251721200061
D9251650200300	D9251721200061
D9251650700000	D9251650200300
NSA5121-05-060	D9251650700000
MS21075L3	D9251650200300
D9251650200200	D9251721200061
NAS6604-4	D9251650200200
NAS1726-4E	D9251650200200
MS21075L3	D9251650200200
NAS1096-3-7	D9251068700063
AN960-10L	D9251068700063
MS21075L4	D9251068700063
NAS1726-4E	D9251068700063
NAS6604-7	D9251068700063
E0092-41-250NN	D9251068700063
D9251027420000	D9251068700063
D9251650400000	D9251068700063
NAS1303-4	D9251650400000
NAS1726-3E	D9251650400000
D9251027320000	D9251650400000
D9251650820000	D9251068700063
D9251650500000	D9251068700063
NAS1303-4	D9251650500000
NAS1726-3E	D9251650500000
D9251027420000	D9251068700063
NAS6603-4	D9251068700063
NAS1096-1-5	D9241124900000
MS35333-37	D9241124900000
D9251053220100	D9241124900000
D2567074101000	D2565800100000
1107-004-70	D2565800100000
NSA55132-005	D9251179800400
NSA55132-005	D9251179800500
NSA55144-003	D9251179800400
NSA55144-003	D9251179800500
NSA55134-102	D9251174900000
NSA55134-102	D9251471200000
NSA55132-008	D9251471200000
NSA55144-003	D9251471200000
D9251073620000	D9251471200000
D9251073620200	D9251471200000
NAS1836-08-07M	D9251471200000
D9251108420000	D9251471200000
D2581211500000	D2581211400060
D2581211600000	D2581211400060
D2581211700000	D2581211400060
D9241027620300	D9241255100000
D2581008120000	D9241027700000
D2581008120100	D9241027700000
D2581203100000	D2581203000061
D2581203200000	D2581203000061
D2581203300000	D2581203000061
D2581203400000	D2581203000061
D2581203500000	D2581203000061
D2581203600000	D2581203000061
D2581203700000	D2581203000061
D2581203800000	D2581203000061
D2581203900000	D2581203000061
D2581204000000	D2581203000061
D2581204100000	D2581203000061
D2581204200000	D2581203000061
D2581207000000	D2581203000061
D2581207100000	D2581203000061
D2581207200000	D2581203000061
D2581207300000	D2581203000061
D2581207400000	D2581203000061
D2581207500000	D2581203000061
D2581207600000	D2581203000061
D2581207700000	D2581203000061
D2581207800000	D2581203000061
D2581207900000	D2581203000061
D2581208000000	D2581203000061
D2581208100000	D2581203000061
D2581206100000	D2581203000061
D2581210000000	D2581203000061
D2581206200000	D2581203000061
D2581210100000	D2581203000061
D2581206300000	D2581203000061
D2581210200000	D2581203000061
D2581206400000	D2581203000061
D2581210300000	D2581203000061
D2581206500000	D2581203000061
D2581210400000	D2581203000061
D2581206600000	D2581203000061
D2581209000000	D2581203000061
D2581205100000	D2581203000061
D2581209100000	D2581203000061
D2581205200000	D2581203000061
D2581209200000	D2581203000061
D2581205300000	D2581203000061
D2581209300000	D2581203000061
D2581205400000	D2581203000061
D2581204300000	D2581789500060
D2581204400000	D2581789500060
D2581204500000	D2581789500060
D2581204600000	D2581789500060
D2581204700000	D2581789500060
D2581204800000	D2581789500060
D2581204900000	D2581789500060
D2581727701000	D2581789500060
D2581208200000	D2581789500060
D2581208300000	D2581789500060
D2581208400000	D2581789500060
D2581208500000	D2581789500060
D2581208600000	D2581789500060
D2581208700000	D2581789500060
D2581208800000	D2581789500060
D2581727501000	D2581789500060
D2581209400000	D2581789500060
D2581205500000	D2581789500060
D2581209500000	D2581789500060
D2581205600000	D2581789500060
D2581209600000	D2581789500060
D2581205700000	D2581789500060
D2581209700000	D2581789500060
D2581205800000	D2581789500060
D2581209800000	D2581789500060
D2581205900000	D2581789500060
D2581727601000	D2581789500060
D2581727800000	D2581789500060
D2581733601000	D2581789800060
D2581733701000	D2581789800060
D2581733801000	D2581789800060
D2581733901000	D2581789800060
D2581734001000	D2581789800060
D2581734101000	D2581789800060
D2581734601000	D2581789800060
D2581734201000	D2581789800060
D2581752001000	D2581789800060
D2581734301000	D2581789800060
D2581734401000	D2581789800060
D2581734501000	D2581789800060
D2581738001000	D2581789800060
D2581738101000	D2581789800060
D2581738201000	D2581789800060
D2581738301000	D2581789800060
D2581738401000	D2581789800060
D2581738501000	D2581789800060
D2581738601000	D2581789800060
D2581738701000	D2581789800060
D2581738801000	D2581789800060
D2581737901000	D2581789800060
D2581740301000	D2581789800060
D2581740401000	D2581789800060
D2581239100000	D2581789800060
D2581740601000	D2581789800060
D2581740701000	D2581789800060
D2581738901000	D2581789800060
D2581739001000	D2581789800060
D2581740501000	D2581789800060
D2581734701000	D2581789800060
D2581735101000	D2581789800060
D2581734801000	D2581789800060
D2581735201000	D2581789800060
D2581734901000	D2581789800060
D2581735001000	D2581789800060
D2581735001000	D2581789800060
D2581739301000	D2581789800060
D2581739401000	D2581789800060
D2581739501000	D2581789800060
D2581739601000	D2581789800060
D2581739701000	D2581789800060
D2581740801000	D2581789800060
D2581740901000	D2581789800060
D2581735301000	D2581789800060
D2581735701000	D2581789800060
D2581735401000	D2581789800060
D2581735801000	D2581789800060
D2581735501000	D2581789800060
D2581735901000	D2581789800060
D2581735601000	D2581789800060
D2581739801000	D2581789800060
D2581739901000	D2581789800060
D2581740001000	D2581789800060
D2581740101000	D2581789800060
D2581740201000	D2581789800060
D2581741001000	D2581789800060
D2581789001000	D2581789800060
D2581789101000	D2581789800060
D2581789201000	D2581789800060
D2581739101000	D2581789800060
D2581221900000	D2581790100061
D2581222000000	D2581790100061
D2581222100000	D2581790100061
D2581222200000	D2581790100061
D2581222500000	D2581790100061
D2581222400000	D2581790100061
D2581222300000	D2581790100061
D2581337500000	D2581790100061
D2581222600000	D2581790100061
D2581337600000	D2581790100061
D2581337700000	D2581790100061
D2581737001000	D2581790100061
D2581736701000	D2581790100061
D2581737101000	D2581790100061
D2581736801000	D2581790100061
D2581737201000	D2581790100061
D2581736901000	D2581790100061
D2581736401000	D2581790100061
D2581736101000	D2581790100061
D2581736501000	D2581790100061
D2581736201000	D2581790100061
D2581736601000	D2581790100061
D2581736301000	D2581790100061
D2581224100000	D2581790100061
D2581226800000	D2581790300062
D2581301820000	D2581790300062
D2581301720000	D2581790300062
D2581301620000	D2581790300062
D2581301520000	D2581790300062
D2581301420000	D2581790300062
D2581301320000	D2581790300062
D2581301220000	D2581790300062
D2581301120000	D2581790300062
D2581302720000	D2581790300062
D2581727901000	D2581790300062
D2581728001000	D2581790300062
D2581302620000	D2581790300062
D2581302520000	D2581790300062
D2581302420000	D2581790300062
D2581302320000	D2581790300062
D2581302220000	D2581790300062
D2581302120000	D2581790300062
D2581302020000	D2581790300062
D2581301920000	D2581790300062
D2581301020000	D2581790300062
D2581229000000	D2581790300062
D2581301820100	D2581790300062
D2581301720100	D2581790300062
D2581301620100	D2581790300062
D2581301520100	D2581790300062
D2581301420100	D2581790300062
D2581301320100	D2581790300062
D2581301220100	D2581790300062
D2581301120100	D2581790300062
D2581302720100	D2581790300062
D2581728101000	D2581790300062
D2581728201000	D2581790300062
D2581302620100	D2581790300062
D2581302520100	D2581790300062
D2581302420100	D2581790300062
D2581302320100	D2581790300062
D2581302220100	D2581790300062
D2581302120100	D2581790300062
D2581302020100	D2581790300062
D2581301920100	D2581790300062
D2581301020100	D2581790300062
D2581297020800	D2581790300062
NSA5616-01	D2581046000061
A2181028120100	D2581046000061
NSA5614-02	D2581046000061
ABS0355-01	D2581046000061
ABS0355-02	D2581046000061
NSA935514-03	D2581046000061
DAN380-01	D2581046000061
NSA5615-01	D2581046000061
NSA5113-4	D2581046000061
AN960D8L	D2581046000061
E0420-01	D2581046000061
ASNA2379-01	D2581046000061
E0420-04	D2581046000061
D2581765401000	D2581791300061
D2581773101000	D2581791300061
D2581765501000	D2581791300061
D2581271800000	D2581791300061
D2581765601000	D2581791300061
D2581773301000	D2581791300061
D2581765701000	D2581791300061
D2581773401000	D2581791300061
D2581755901000	D2581791300061
D2581756701000	D2581791300061
D2581820700000	D2581791300061
D2581756801000	D2581791300061
D2581820800000	D2581791300061
D2581756901000	D2581791300061
D2581756201000	D2581791300061
D2581757001000	D2581791300061
D2581757901000	D2581791300061
D2581758001000	D2581791300061
D2581758101000	D2581791300061
D2581758301000	D2581791300061
D2581758401000	D2581791300061
D2581757301000	D2581791300061
D2581757401000	D2581791300061
D2581258420000	D2581791300061
D2581258420100	D2581791300061
D2581258420200	D2581791300061
D2581787700000	D2581791300061
D2581786200000	D2581791300061
D2581787600000	D2581791300061
NSA5616-01	D2581005500061
A2181028120100	D2581005500061
NSA5614-02	D2581005500061
E0420-01	D2581005500061
DAN380-01	D2581005500061
NSA5621-01	D2581005500061
NSA5615-01	D2581005500061
ABS0355-02	D2581005500061
ABS0355-01	D2581005500061
NSA935514-03	D2581005500061
ASNA2379-01	D2581005500061
NSA5616-01	D2581005500062
A2181028120100	D2581005500062
NSA5614-02	D2581005500062
NSA5621-01	D2581005500062
NSA5615-01	D2581005500062
E0420-01	D2581005500062
DAN380-01	D2581005500062
ABS0355-01	D2581005500062
ABS0355-02	D2581005500062
NSA935514-03	D2581005500062
ASNA2379-01	D2581005500062
NSA5616-01	D2581005500063
A2181028120100	D2581005500063
NSA5614-02	D2581005500063
NSA5621-01	D2581005500063
NSA5615-01	D2581005500063
E0420-01	D2581005500063
DAN380-01	D2581005500063
ASNA2379-01	D2581005500063
D2581754800000	D2581005200061
D2581754900000	D2581005200061
D2581755000000	D2581005200061
D2581755100000	D2581005200061
D2581755200000	D2581005200061
D2581755300000	D2581005200061
D2581755400000	D2581005200061
D2581755500000	D2581005200061
D2581263000000	D2581005200061
D2581263200000	D2581005200061
D2581263400000	D2581005200061
D2581307500000	D2581005200061
D2581307600000	D2581005200061
D2581264000000	D2581005200061
D2581264200000	D2581005200061
D2581307700000	D2581005200061
D2581759901000	D2581005200061
D2581760001000	D2581005200061
D2581760101000	D2581005200061
D2581760200000	D2581005200061
D2581760300000	D2581005200061
D2581760400000	D2581005200061
D2581760500000	D2581005200061
D2581760600000	D2581005200061
D2581753801000	D2581005200061
D2581753901000	D2581005200061
D2581754001000	D2581005200061
D2581754101000	D2581005200061
D2581754201000	D2581005200061
D2581754301000	D2581005200061
D2581754401000	D2581005200061
D2581264600000	D2581005200061
D2581263300000	D2581005200061
D2581307400000	D2581005200061
D2581263700000	D2581005200061
D2581263900000	D2581005200061
D2581264100000	D2581005200061
D2581264300000	D2581005200061
D2581758801000	D2581005200061
D2581758901000	D2581005200061
D2581759001000	D2581005200061
D2581759101000	D2581005200061
D2581759201000	D2581005200061
D2581759301000	D2581005200061
D2581759401000	D2581005200061
D2581240900000	D2581005200061
D2581294400000	D2581005200061
D2581760801000	D2581005200061
D2581806100000	D2581005200061
D2587009506400	D2587049400400
D2587009506600	D2587049400400
D2587009506800	D2587049400400
D2587009507000	D2587049800400
D2587009506200	E2587046600000
D2587009506200	E2587056600000
D2587009507400	D2587016002600
D2587009505600	D2587016402800
D2587009506000	D2587016402800
D2587009505800	D2587016402800
MS21060-3	D2611019400000
NAS6303U1	D2611019400000
NSA5050-3C	D2611019400000
D2611019600000	D2611019400000
MS21072L3	D2611019600000
NSA5538-00	D2611019400000
79212-175	NSA931320-030
21-253-472	NSA931320-030
NAS1096-2-5	NSA931320-030
AN960-8	NSA931320-030
MS35333-38	NSA931320-030
E0418M049E	700TS06Y111
E0418M049E	700TS06Y12
E0415B3E	700TS06Y111
E0415B3E	700TS06Y12
0L718-297	E0415B3E
ASNA2083BG2-10	700TS06Y111
ASNA2083BG2-10	700TS06Y12
TS115800-4	700TS06Y111
TS115800-4	700TS06Y12
100R01A00DN1000	700TS06Y111
100R01A00DN1000	700TS06Y12
100R01A0C0N1001	700TS06Y111
100R01A0C0N1001	700TS06Y12
100R01AB00N1002	700TS06Y111
100R01AB00N1002	700TS06Y12
0L718-297	700TS06Y111
0L718-297	700TS06Y12
2FEW0A01000	330TS08Y
0L718-297	2FEW0A01000
1FCB	330TS08Y
ASNA2083BG2-10	330TS08Y
840NL01Y	330TS08Y
TFP120MHD2-4U	840NL01Y
NL115401	840NL01Y
MS51959-15	330TS08Y
330VZ01Y02	330TS08Y
400SV01Y01	330TS08Y
2FEW0A01000	335TS08Y00
0L718-297	2FEW0A01000
1FCB	335TS08Y00
ASNA2083BG2-10	335TS08Y00
840NL01Y	335TS08Y00
TFP120MHD2-4U	840NL01Y
NL115401	840NL01Y
MS51959-15	335TS08Y00
330VZ01Y02	335TS08Y00
400SV01Y01	335TS08Y00
212VL11BM049Y00	335TS08Y01
VL000201M049Y01	212VL11BM049Y00
LYT676STRIVL	VL000201M049Y01
VL000420Y00	335TS08Y01
ASNA2083BG2-10	335TS08Y01
840NL01Y	335TS08Y01
TFP120MHD2-4U	840NL01Y
NL115401	840NL01Y
MS51959-14	335TS08Y01
334VZ01Y00	335TS08Y01
400SV01Y01	335TS08Y01
100R010000N1003	330VZ01Y02
TS87979-1	100R010000N1003
R10800001003	100R010000N1003
R104-1	100R010000N1003
H1Q1ZD020004A	100R010000N1003
0L718-297	100R010000N1003
VZ005543Y00	334VZ01Y00
VZ005523Y00	334VZ01Y00
M25988-1-003	3601-91
NSA5569-01	D2618502000400
MS21060L08	D2618502000400
NSA5415N36-10	D2618502000400
79212-175	NSA931320-030
21-253-472	NSA931320-030
NAS1096-2-5	NSA931320-030
AN960-8	NSA931320-030
MS35333-38	NSA931320-030
M25988-1-003	4550-01
ABS0336-01	D2617012401000
ABS0338-01	D2617012401000
ABS0208-01	D2617012401000
MS21060L3	D2617013304400
ABS0337-01A	D2617013304400
ABS0337-01A	D2617013304400
D2617012300400	D2617012401000
ABS0208-01	D2617012401000
ABS0338-01	D2617012401000
ABS0336-01	D2617012401000
NSA5304-82A	D2617013304400
ABS0337-01A	D2617013304400
MS21060L3	D2617013304400
ABS0340-02	D2617013304400
D2617015320200	D2617015420600
79212-175	NSA931320-050
21-253-472	NSA931320-050
NAS1096-2-5	NSA931320-050
ASNA2397-8	NSA931320-050
MS35333-38	NSA931320-050
79212-175	NSA931320-050
21-253-472	NSA931320-050
NAS1096-2-5	NSA931320-050
ASNA2397-8	NSA931320-050
MS35333-38	NSA931320-050
79212-175	NSA931320-030
21-253-472	NSA931320-030
NAS1096-2-5	NSA931320-030
AN960-8	NSA931320-030
MS35333-38	NSA931320-030
79212-175	NSA931320-030
21-253-472	NSA931320-030
NAS1096-2-5	NSA931320-030
AN960-8	NSA931320-030
MS35333-38	NSA931320-030
MS21060L3	D2621002700000
MS21056-3	D2621010800000
MS21074-3	D2621011600000
MS21074-3	D2621011600200
MS21074-3	D2621011600400
MS21087-3	D2621800600000
MS21061-3	D2621800600000
79212-175	NSA931320-030
21-253-472	NSA931320-030
NAS1096-2-5	NSA931320-030
AN960-8	NSA931320-030
MS35333-38	NSA931320-030
304158-1	472088-1
304159-1	472088-1
1799-1000	472088-1
D2628504000000	D2628500000061
NSA840005-100	D2628500000061
NSA840002-100	D2628500000061
NSA840003-100	D2628500000061
NSA8205-215	D2628500000061
ASNA0032-036	D2628500000061
D2628500620000	D2628500000061
NAS1303-2	D2628500000061
NAS1149C0332R	D2628500000061
MS21060-3	D2628500000061
D2628500820000	D2628500000061
D2628505000000	D2628500000061
NAS6703U3	D2628500000061
NAS1149C0332R	D2628500000061
D2628506000000	D2628500000062
MS21902D4	D2628500000062
MS21122-4	D2628500000062
NAS1303-3	D2628500000062
NAS1149F0332P	D2628500000062
MS21059L3	D2628500000062
18603	D2628500000062
79212-175	NSA931320-050
21-253-472	NSA931320-050
NAS1096-2-5	NSA931320-050
AN960-8	NSA931320-050
MS35333-38	NSA931320-050
79212-175	NSA931320-030
21-253-472	NSA931320-030
NAS1096-2-5	NSA931320-030
AN960-8	NSA931320-030
MS35333-38	NSA931320-030
78-048-3	E0064-78A5-0
600052	E0064-78A5-0
756007	E0064-78A5-0
78-111	E0064-78A5-0
NAS1100-04-5	E0427-01
AN960-4	E0427-01
MS21042-04	E0427-01
282487	472412-1
262259	472412-1
324442	472412-1
261793	472412-1
1692-0604	472412-1
13157	18603
52100226-1	18603
13080	18603
13161-603	18603
MS21061L3	D2627004000000
79212-175	NSA931324-050
21-253-472	NSA931324-050
NAS1096-2-5	NSA931324-050
AN960-8	NSA931324-050
MS35333-38	NSA931324-050
E0418P089M	ABS0951A0LP089
E0418P089E	ABS0951A0LP089
E0415A0M	ABS0951A0LP089
E0415A0E	ABS0951A0LP089
E0530-01	ABS0951A0LP089
E0418P090M	ABS0951A0LP090
E0418P090E	ABS0951A0LP090
E0415A0M	ABS0951A0LP090
E0415A0E	ABS0951A0LP090
E0530-01	ABS0951A0LP090
79212-175	NSA931320-050
21-253-472	NSA931320-050
NAS1096-2-5	NSA931320-050
AN960-8	NSA931320-050
MS35333-38	NSA931320-050
NAS1100-04-5	E0427-01
AN960-4	E0427-01
MS21042-04	E0427-01
AN960-3L	E0427-01
MS21042L04	E0427-01
QA19507	QA06753-03
QA03362	QA06753-03
QA19508	QA06753-03
QA08720	QA06753-03
M83248-1-024	QA06753-03
HTES006-094-687	HTE400115
HTE7300CR1-018	HTE400115
HTE4300-009	HTE400115
HTE400115-011	HTE400115
HTE400115-007	HTE400115
HTE400115-005	HTE400115
HTE400115-003	HTE400115
30900000M	34600017
35240413-1	34600017
53100268-1	34600017
NAS1611-025	34600017
NAS1612-5	34600017
33540224	34600017
30900000M	34600017
35240413-1	34600017
53100268-1	34600017
NAS1611-025	34600017
NAS1612-5	34600017
33540224	34600017
ABS0738-1-12A	D5755103820051
D5755103820000	D5755103820051
MS24665-304	D5755103820051
ABS0738-2-12A	D5755103820051
ABS0738-1-12A	D5755103820051
AN960C1216L	D5755103820051
AN960C1216	D5755103820051
D5755103820000	D5755103820051
NSA855006-6	D2915000600460
NSA855006-6	D2915000600660
D2915000020000	D2915000600460
D2915000020000	D2915000600660
AN924-6	D2915000600460
AN924-6	D2915000600660
ABS0451-0606	D2915000600460
ABS0451-0606	D2915000600660
D2915000020200	D2915000600460
